Year,Surgery,# of Cases
2019,Colon,59
2019,Esophagus,11
2019,Liver,5
2019,Lung,73
2019,Prostate,125
2019,Rectum,18
2018,Bladder,7
2018,Brain,1
2018,Breast,406
2018,Colon,56
2018,Esophagus,11
2018,Liver,1
2018,Lung,73
2018,Prostate,89
2018,Rectum,21
2015,Bladder,10
2015,Breast,291
2015,Colon,37
2015,Esophagus,4
2015,Liver,1
2015,Lung,34
2015,Pancreas,1
2015,Prostate,77
2015,Rectum,3
2015,Stomach,11
2017,Stomach,1
2017,Rectum,21
2017,Prostate,110
2017,Pancreas,1
2017,Lung,50
2017,Liver,3
2017,Esophagus,8
2017,Colon,67
2017,Breast,359
2017,Bladder,11
2021,Bladder,4
2021,Breast,408
2021,Esophagus,16
2021,Lung,73
2021,Prostate,14
2021,Rectum,5
2021,Breast,23
2021,Bladder,1
2020,Brain,9
2020,Breast,24
2020,Colon,21
2020,Liver,1
2020,Lung,21
2020,Pancreas,1
2020,Prostate,1
2020,Rectum,5
2020,Stomach,4
2016,Rectum,16
2016,Prostate,11
2016,Lung,11
2016,Liver,1
2016,Colon,36
2016,Breast,52
2016,Brain,28
2016,Bladder,6
2014,Bladder,3
2014,Brain,28
2014,Breast,51
2014,Colon,28
2014,Esophagus,1
2014,Liver,2
2014,Lung,4
2014,Prostate,8
2014,Rectum,10
2014,Stomach,1
2013,Brain,24
2013,Breast,49
2013,Colon,21
2013,Lung,6
2013,Prostate,15
2013,Rectum,9
2013,Stomach,1
2019,Bladder,2
2019,Brain,10
2019,Breast,43
2019,Colon,28
2019,Lung,17
2019,Prostate,4
2019,Rectum,3
2019,Stomach,1
2018,Bladder,5
2018,Brain,19
2018,Breast,43
2018,Colon,32
2018,Lung,23
2018,Pancreas,1
2018,Prostate,14
2018,Rectum,14
2018,Stomach,2
2015,Bladder,2
2015,Brain,18
2015,Breast,35
2015,Colon,16
2015,Lung,13
2015,Prostate,4
2015,Rectum,2
2015,Stomach,1
2017,Stomach,1
2017,Rectum,6
2017,Prostate,21
2017,Lung,17
2017,Liver,2
2017,Colon,19
2017,Breast,41
2017,Brain,16
2017,Bladder,6
2021,Brain,10
2021,Colon,32
2021,Liver,1
2021,Lung,15
2021,Prostate,5
2021,Rectum,2
2020,Breast,22
2020,Colon,7
2020,Prostate,3
2020,Stomach,1
2016,Rectum,6
2016,Colon,4
2016,Breast,25
2014,Breast,15
2014,Colon,12
2014,Rectum,3
2014,Stomach,1
2013,Breast,19
2013,Colon,4
2013,Liver,1
2019,Breast,24
2019,Colon,9
2019,Prostate,2
2019,Rectum,4
2019,Stomach,1
2018,Breast,30
2018,Colon,8
2018,Prostate,4
2018,Stomach,1
2015,Breast,15
2015,Colon,3
2015,Rectum,1
2015,Stomach,3
2017,Stomach,1
2017,Rectum,1
2017,Prostate,1
2017,Colon,9
2017,Breast,23
2021,Breast,14
2021,Colon,10
2021,Prostate,2
2021,Rectum,1
2021,Stomach,1
2020,Breast,1
2020,Rectum,3
2020,Colon,24
2020,Esophagus,1
2020,Liver,1
2020,Lung,22
2020,Pancreas,2
2020,Prostate,4
2016,Stomach,1
2016,Rectum,4
2016,Prostate,2
2016,Lung,2
2016,Colon,20
2016,Breast,1
2014,Breast,3
2014,Colon,21
2014,Lung,10
2014,Rectum,2
2014,Stomach,2
2013,Colon,16
2013,Esophagus,1
2013,Lung,6
2013,Rectum,1
2013,Stomach,1
2019,Rectum,2
2019,Bladder,1
2019,Colon,12
2019,Liver,1
2019,Lung,12
2018,Colon,14
2018,Lung,14
2018,Prostate,1
2018,Rectum,2
2015,Breast,2
2015,Colon,16
2015,Lung,18
2015,Rectum,1
2017,Stomach,1
2017,Rectum,2
2017,Pancreas,1
2017,Lung,9
2017,Liver,1
2017,Colon,10
2021,Colon,28
2021,Liver,1
2021,Lung,24
2021,Prostate,1
2021,Rectum,5
2020,Bladder,1
2020,Brain,18
2020,Breast,103
2020,Colon,19
2020,Lung,7
2020,Pancreas,1
2020,Prostate,11
2020,Rectum,9
2016,Stomach,3
2016,Rectum,5
2016,Prostate,35
2016,Lung,19
2016,Colon,36
2016,Breast,33
2016,Brain,20
2016,Bladder,2
2014,Bladder,1
2014,Brain,25
2014,Breast,39
2014,Colon,23
2014,Lung,33
2014,Pancreas,1
2014,Prostate,46
2014,Rectum,6
2013,Bladder,4
2013,Brain,21
2013,Breast,50
2013,Colon,34
2013,Lung,30
2013,Prostate,42
2013,Rectum,10
2013,Stomach,1
2019,Brain,14
2019,Breast,78
2019,Colon,30
2019,Liver,1
2019,Lung,7
2019,Pancreas,2
2019,Prostate,13
2019,Rectum,7
2021,Brain,10
2018,Brain,20
2018,Breast,29
2018,Colon,27
2018,Liver,3
2018,Lung,5
2018,Prostate,19
2018,Rectum,5
2018,Stomach,1
2021,Lung,1
2015,Bladder,2
2015,Brain,9
2015,Breast,19
2015,Colon,17
2015,Lung,31
2015,Prostate,36
2015,Rectum,3
2015,Stomach,1
2017,Rectum,5
2017,Prostate,26
2017,Pancreas,2
2017,Lung,22
2017,Liver,2
2017,Colon,27
2017,Breast,27
2017,Brain,26
2021,Breast,91
2021,Colon,26
2021,Liver,4
2021,Prostate,10
2021,Rectum,8
2021,Stomach,2
2020,Breast,62
2016,Breast,103
2014,Breast,101
2013,Breast,83
2019,Breast,81
2021,Breast,89
2018,Breast,97
2015,Breast,79
2017,Breast,79
2020,Breast,10
2020,Colon,3
2016,Rectum,2
2016,Colon,3
2016,Breast,9
2014,Breast,2
2014,Colon,2
2014,Rectum,1
2013,Breast,8
2013,Colon,4
2013,Rectum,1
2019,Breast,8
2019,Colon,4
2018,Breast,6
2018,Colon,4
2018,Rectum,3
2015,Breast,5
2015,Colon,6
2017,Colon,4
2017,Breast,3
2021,Breast,8
2021,Rectum,1
2020,Breast,11
2020,Colon,2
2016,Rectum,1
2016,Colon,7
2016,Breast,15
2014,Breast,12
2014,Colon,9
2013,Breast,19
2013,Colon,8
2019,Breast,8
2019,Colon,3
2019,Rectum,1
2018,Breast,12
2018,Colon,3
2018,Esophagus,1
2018,Rectum,1
2015,Breast,8
2015,Colon,8
2017,Colon,5
2017,Breast,13
2021,Breast,9
2021,Colon,1
2020,Bladder,4
2020,Breast,241
2020,Colon,52
2020,Liver,1
2020,Lung,1
2020,Prostate,3
2020,Rectum,32
2016,Stomach,1
2016,Rectum,19
2016,Prostate,1
2016,Lung,14
2016,Liver,1
2016,Esophagus,5
2016,Colon,39
2016,Breast,241
2016,Bladder,3
2014,Bladder,1
2014,Breast,166
2014,Colon,45
2014,Esophagus,12
2014,Lung,27
2014,Rectum,16
2014,Stomach,2
2013,Bladder,6
2013,Breast,183
2013,Colon,32
2013,Esophagus,4
2013,Lung,24
2013,Prostate,1
2013,Rectum,16
2013,Stomach,1
2019,Bladder,2
2019,Breast,324
2019,Colon,41
2019,Lung,3
2019,Prostate,5
2019,Rectum,28
2019,Stomach,1
2018,Bladder,2
2018,Breast,305
2018,Colon,32
2018,Liver,1
2018,Lung,18
2018,Prostate,1
2018,Rectum,19
2018,Stomach,1
2015,Bladder,2
2015,Breast,136
2015,Colon,17
2015,Esophagus,1
2015,Lung,6
2015,Prostate,1
2015,Rectum,12
2015,Stomach,2
2017,Rectum,20
2017,Prostate,1
2017,Lung,18
2017,Esophagus,3
2017,Colon,41
2017,Breast,272
2017,Bladder,3
2021,Bladder,3
2021,Breast,343
2021,Colon,57
2021,Liver,1
2021,Prostate,16
2021,Rectum,33
2020,Prostate,3
2020,Bladder,1
2020,Breast,45
2020,Colon,13
2020,Rectum,3
2016,Stomach,1
2016,Rectum,12
2016,Prostate,2
2016,Lung,2
2016,Colon,18
2016,Breast,59
2016,Bladder,1
2014,Lung,2
2014,Bladder,1
2014,Breast,46
2014,Colon,16
2014,Rectum,7
2014,Stomach,2
2013,Breast,58
2013,Colon,19
2013,Lung,4
2013,Rectum,5
2013,Stomach,2
2019,Rectum,6
2019,Bladder,1
2019,Breast,47
2019,Colon,16
2019,Liver,1
2019,Prostate,2
2019,Stomach,1
2018,Breast,40
2018,Colon,22
2018,Liver,1
2018,Lung,1
2018,Pancreas,1
2018,Prostate,3
2018,Rectum,7
2015,Rectum,2
2015,Breast,48
2015,Colon,10
2015,Lung,2
2021,Bladder,1
2017,Stomach,1
2017,Rectum,12
2017,Prostate,2
2017,Lung,1
2017,Colon,21
2017,Breast,52
2021,Prostate,4
2021,Breast,56
2021,Colon,17
2021,Rectum,3
2021,Stomach,1
2020,Brain,6
2020,Breast,50
2020,Colon,13
2020,Esophagus,2
2020,Liver,1
2020,Lung,6
2020,Prostate,9
2020,Rectum,1
2020,Stomach,2
2016,Stomach,1
2016,Rectum,3
2016,Pancreas,1
2016,Lung,5
2016,Liver,3
2016,Colon,19
2016,Breast,33
2016,Brain,7
2014,Bladder,6
2014,Brain,11
2014,Breast,29
2014,Colon,11
2014,Lung,4
2014,Prostate,1
2014,Rectum,4
2013,Brain,4
2013,Breast,24
2013,Colon,7
2013,Lung,6
2013,Prostate,1
2019,Bladder,1
2019,Brain,7
2019,Breast,53
2019,Colon,18
2019,Esophagus,1
2019,Liver,1
2019,Lung,4
2019,Rectum,7
2018,Brain,14
2018,Breast,50
2018,Colon,20
2018,Lung,6
2018,Prostate,3
2018,Rectum,2
2018,Stomach,1
2015,Bladder,1
2015,Brain,6
2015,Breast,17
2015,Colon,11
2015,Lung,2
2015,Rectum,3
2015,Stomach,1
2017,Rectum,1
2017,Prostate,1
2017,Pancreas,1
2017,Lung,4
2017,Colon,20
2017,Breast,50
2017,Brain,10
2021,Breast,76
2021,Brain,3
2021,Colon,28
2021,Lung,15
2021,Pancreas,1
2021,Prostate,4
2021,Rectum,3
2021,Stomach,1
2020,Bladder,1
2020,Brain,18
2020,Colon,15
2020,Rectum,3
2016,Stomach,1
2016,Rectum,2
2016,Prostate,2
2016,Colon,13
2016,Breast,2
2016,Brain,15
2016,Bladder,3
2014,Bladder,7
2014,Brain,10
2014,Breast,49
2014,Colon,15
2014,Prostate,1
2013,Bladder,2
2013,Brain,1
2013,Breast,47
2013,Colon,19
2013,Prostate,4
2013,Rectum,1
2019,Bladder,1
2019,Brain,21
2019,Colon,17
2019,Esophagus,1
2019,Prostate,1
2019,Stomach,1
2018,Bladder,7
2018,Brain,23
2018,Colon,18
2018,Prostate,4
2018,Rectum,1
2015,Bladder,3
2015,Brain,11
2015,Breast,35
2015,Colon,15
2015,Esophagus,4
2015,Lung,15
2017,Prostate,1
2017,Liver,1
2017,Colon,17
2017,Brain,17
2017,Bladder,4
2021,Colon,12
2021,Brain,24
2021,Liver,2
2021,Stomach,1
2014,Stomach,1
2014,Bladder,1
2014,Breast,72
2014,Colon,19
2014,Lung,7
2013,Bladder,1
2013,Breast,84
2013,Colon,12
2013,Lung,7
2013,Rectum,2
2013,Stomach,1
2020,Colon,1
2014,Breast,1
2014,Colon,2
2019,Colon,1
2019,Rectum,1
2018,Colon,2
2015,Colon,2
2016,Rectum,4
2016,Prostate,1
2016,Colon,4
2014,Breast,2
2014,Colon,8
2014,Rectum,1
2013,Breast,16
2013,Colon,9
2013,Rectum,2
2013,Stomach,1
2019,Breast,1
2019,Colon,7
2018,Colon,8
2018,Rectum,1
2015,Breast,2
2015,Colon,4
2015,Rectum,1
2017,Stomach,1
2017,Rectum,5
2017,Colon,2
2017,Breast,4
2021,Colon,2
2021,Rectum,2
2021,Colon,30
2020,Bladder,1
2020,Brain,18
2020,Breast,128
2020,Colon,18
2020,Liver,1
2020,Rectum,8
2020,Lung,3
2020,Pancreas,1
2020,Prostate,3
2020,Stomach,1
2016,Rectum,6
2016,Pancreas,1
2016,Lung,3
2016,Liver,2
2016,Colon,13
2016,Breast,109
2016,Brain,16
2014,Brain,5
2014,Breast,105
2014,Colon,24
2014,Lung,18
2014,Pancreas,1
2014,Prostate,1
2014,Rectum,3
2013,Brain,8
2013,Breast,142
2013,Colon,31
2013,Esophagus,2
2013,Liver,1
2013,Lung,21
2013,Prostate,3
2013,Rectum,1
2013,Stomach,3
2019,Brain,22
2019,Breast,144
2019,Colon,20
2019,Liver,1
2019,Prostate,6
2019,Rectum,6
2018,Brain,15
2018,Breast,169
2018,Colon,12
2018,Lung,3
2018,Prostate,8
2018,Rectum,5
2015,Brain,4
2015,Breast,93
2015,Colon,16
2015,Liver,1
2015,Lung,6
2015,Rectum,2
2015,Stomach,1
2017,Rectum,2
2017,Prostate,14
2017,Lung,3
2017,Colon,11
2017,Breast,144
2017,Brain,18
2021,Bladder,1
2021,Brain,13
2021,Breast,154
2021,Liver,2
2021,Prostate,7
2021,Rectum,6
2021,Stomach,2
2020,Breast,7
2020,Colon,1
2016,Rectum,1
2016,Colon,5
2014,Breast,8
2014,Colon,7
2013,Breast,17
2013,Colon,7
2019,Breast,18
2019,Colon,4
2018,Breast,6
2018,Colon,3
2018,Rectum,2
2015,Breast,2
2015,Colon,2
2015,Rectum,1
2017,Rectum,1
2017,Colon,5
2021,Breast,9
2021,Colon,2
2016,Colon,1
2014,Breast,2
2014,Colon,2
2014,Rectum,1
2013,Colon,3
2013,Prostate,4
2020,Breast,198
2020,Colon,38
2020,Liver,1
2020,Pancreas,1
2020,Rectum,1
2021,Colon,37
2016,Stomach,1
2016,Rectum,2
2016,Colon,30
2016,Breast,161
2016,Bladder,4
2014,Bladder,2
2014,Breast,208
2014,Colon,34
2014,Rectum,3
2013,Bladder,1
2013,Breast,221
2013,Colon,39
2013,Lung,3
2013,Rectum,6
2019,Bladder,1
2019,Breast,206
2019,Colon,29
2019,Esophagus,1
2019,Prostate,1
2019,Rectum,2
2018,Bladder,2
2018,Breast,210
2018,Colon,34
2018,Prostate,1
2018,Rectum,4
2015,Bladder,5
2015,Breast,149
2015,Colon,22
2017,Stomach,1
2017,Rectum,3
2017,Prostate,2
2017,Liver,1
2017,Colon,30
2017,Breast,146
2017,Bladder,5
2021,Breast,266
2021,Liver,2
2021,Rectum,5
2020,Bladder,1
2020,Breast,77
2020,Colon,21
2020,Lung,4
2020,Rectum,6
2020,Stomach,1
2016,Stomach,2
2016,Rectum,5
2016,Pancreas,1
2016,Lung,1
2016,Liver,1
2016,Esophagus,3
2016,Colon,40
2016,Breast,103
2014,Breast,19
2014,Colon,5
2014,Lung,1
2014,Rectum,1
2019,Breast,89
2019,Colon,34
2019,Esophagus,1
2019,Lung,6
2019,Prostate,2
2019,Rectum,13
2018,Breast,106
2018,Colon,22
2018,Esophagus,2
2018,Lung,1
2018,Rectum,15
2018,Stomach,2
2015,Breast,69
2015,Colon,14
2015,Liver,1
2015,Lung,5
2015,Rectum,4
2017,Stomach,1
2017,Rectum,11
2017,Lung,3
2017,Esophagus,3
2017,Colon,19
2017,Breast,76
2021,Breast,115
2021,Colon,22
2021,Lung,2
2021,Pancreas,2
2021,Rectum,7
2021,Stomach,4
2020,Bladder,1
2020,Brain,25
2020,Breast,170
2020,Colon,28
2020,Esophagus,3
2020,Liver,3
2020,Lung,11
2020,Pancreas,9
2020,Prostate,8
2020,Rectum,24
2020,Stomach,5
2016,Stomach,3
2016,Rectum,13
2016,Prostate,41
2016,Pancreas,4
2016,Lung,10
2016,Liver,4
2016,Colon,46
2016,Breast,145
2016,Brain,21
2016,Bladder,3
2014,Bladder,3
2014,Brain,13
2014,Breast,157
2014,Colon,45
2014,Lung,18
2014,Pancreas,3
2014,Prostate,13
2014,Rectum,10
2014,Stomach,6
2013,Bladder,3
2013,Brain,19
2013,Breast,154
2013,Colon,36
2013,Esophagus,1
2013,Lung,15
2013,Pancreas,2
2013,Prostate,26
2013,Rectum,9
2013,Stomach,4
2019,Brain,17
2019,Breast,201
2019,Colon,27
2019,Esophagus,6
2019,Liver,3
2019,Lung,21
2019,Pancreas,4
2019,Prostate,21
2019,Rectum,19
2019,Stomach,2
2021,Brain,14
2018,Bladder,4
2018,Brain,19
2018,Breast,171
2018,Colon,33
2018,Liver,1
2018,Lung,8
2018,Pancreas,5
2018,Prostate,36
2018,Rectum,13
2018,Stomach,4
2015,Bladder,1
2015,Brain,18
2015,Breast,116
2015,Colon,26
2015,Lung,11
2015,Pancreas,3
2015,Prostate,27
2015,Rectum,5
2015,Stomach,1
2017,Stomach,4
2017,Rectum,22
2017,Prostate,35
2017,Pancreas,6
2017,Lung,14
2017,Liver,4
2017,Colon,42
2017,Breast,163
2017,Brain,14
2017,Bladder,2
2021,Bladder,1
2021,Breast,158
2021,Colon,33
2021,Esophagus,4
2021,Liver,1
2021,Lung,5
2021,Prostate,14
2021,Rectum,21
2021,Stomach,4
2020,Bladder,1
2020,Breast,31
2020,Colon,25
2020,Rectum,11
2020,Stomach,2
2016,Rectum,10
2016,Pancreas,1
2016,Liver,1
2016,Colon,25
2016,Breast,34
2016,Bladder,1
2014,Breast,10
2014,Colon,14
2014,Liver,1
2014,Lung,1
2014,Rectum,3
2014,Stomach,1
2013,Breast,28
2013,Colon,20
2013,Liver,1
2013,Rectum,3
2019,Breast,57
2019,Colon,21
2019,Liver,1
2019,Lung,2
2019,Rectum,20
2018,Breast,39
2018,Colon,32
2018,Liver,3
2018,Lung,1
2018,Prostate,1
2018,Rectum,8
2015,Breast,19
2015,Colon,16
2015,Lung,2
2015,Rectum,8
2015,Stomach,1
2017,Stomach,1
2017,Rectum,17
2017,Prostate,1
2017,Pancreas,1
2017,Liver,3
2017,Colon,26
2017,Breast,46
2021,Breast,38
2021,Colon,28
2021,Lung,2
2021,Prostate,2
2021,Rectum,21
2021,Stomach,1
2021,Bladder,2
2021,Breast,155
2020,Bladder,1
2020,Brain,13
2020,Breast,112
2020,Colon,34
2020,Esophagus,2
2020,Liver,2
2020,Lung,8
2020,Pancreas,8
2020,Prostate,1
2020,Rectum,19
2020,Stomach,4
2021,Lung,8
2016,Stomach,2
2016,Rectum,20
2016,Prostate,3
2016,Pancreas,4
2016,Lung,12
2016,Liver,4
2016,Esophagus,2
2016,Colon,49
2016,Breast,111
2016,Brain,10
2014,Brain,4
2014,Breast,152
2014,Colon,37
2014,Esophagus,1
2014,Lung,14
2014,Pancreas,5
2014,Rectum,12
2014,Stomach,1
2013,Brain,10
2013,Breast,134
2013,Colon,42
2013,Esophagus,1
2013,Lung,11
2013,Pancreas,4
2013,Prostate,7
2013,Rectum,17
2013,Stomach,3
2019,Brain,8
2019,Breast,157
2019,Colon,43
2019,Esophagus,3
2019,Liver,7
2019,Lung,4
2019,Pancreas,3
2019,Prostate,6
2019,Rectum,16
2019,Stomach,4
2018,Bladder,1
2018,Brain,11
2018,Breast,139
2018,Colon,39
2018,Esophagus,1
2018,Liver,1
2018,Lung,12
2018,Pancreas,6
2018,Prostate,2
2018,Rectum,14
2018,Stomach,7
2015,Brain,3
2015,Breast,102
2015,Colon,24
2015,Lung,9
2015,Pancreas,1
2015,Prostate,1
2015,Rectum,9
2015,Stomach,2
2017,Stomach,2
2017,Rectum,17
2017,Prostate,4
2017,Pancreas,6
2017,Lung,9
2017,Liver,2
2017,Esophagus,1
2017,Colon,42
2017,Breast,150
2017,Brain,13
2017,Bladder,1
2021,Brain,24
2021,Colon,46
2021,Esophagus,2
2021,Liver,2
2021,Pancreas,8
2021,Prostate,28
2021,Rectum,13
2021,Stomach,2
2020,Breast,1
2020,Rectum,1
2016,Colon,4
2016,Breast,4
2014,Breast,3
2014,Colon,5
2014,Rectum,1
2013,Breast,1
2013,Colon,4
2013,Rectum,1
2019,Breast,4
2019,Colon,1
2018,Breast,2
2018,Colon,1
2018,Stomach,1
2017,Rectum,1
2017,Colon,3
2017,Breast,4
2016,Rectum,1
2016,Breast,7
2014,Breast,6
2013,Breast,12
2019,Breast,2
2018,Breast,1
2015,Breast,12
2015,Colon,1
2017,Breast,6
2020,Breast,79
2020,Colon,4
2020,Rectum,1
2016,Rectum,5
2016,Colon,15
2016,Breast,100
2014,Breast,65
2014,Colon,8
2014,Liver,1
2014,Rectum,3
2013,Breast,68
2013,Colon,5
2013,Rectum,1
2013,Stomach,1
2019,Breast,97
2019,Colon,20
2018,Breast,87
2018,Colon,11
2018,Liver,1
2018,Rectum,2
2015,Breast,85
2015,Colon,5
2015,Rectum,1
2017,Rectum,2
2017,Colon,6
2017,Breast,82
2021,Breast,70
2021,Colon,9
2020,Breast,7
2020,Colon,10
2021,Breast,10
2016,Stomach,1
2016,Rectum,1
2016,Liver,1
2016,Colon,12
2016,Breast,9
2014,Breast,12
2014,Colon,14
2014,Rectum,3
2013,Breast,8
2013,Colon,9
2019,Breast,3
2019,Colon,13
2019,Rectum,2
2018,Breast,2
2018,Colon,13
2018,Stomach,1
2015,Breast,5
2015,Colon,9
2015,Rectum,1
2017,Liver,1
2017,Colon,7
2017,Breast,6
2021,Colon,3
2021,Liver,1
2021,Rectum,2
2016,Breast,1
2014,Breast,1
2014,Colon,1
2013,Breast,4
2020,Bladder,11
2020,Brain,10
2020,Breast,150
2020,Colon,27
2020,Esophagus,1
2020,Liver,1
2020,Lung,3
2020,Pancreas,1
2020,Prostate,39
2020,Rectum,18
2020,Stomach,5
2016,Stomach,5
2016,Rectum,17
2016,Prostate,26
2016,Pancreas,2
2016,Lung,7
2016,Liver,2
2016,Esophagus,1
2016,Colon,49
2016,Breast,138
2016,Brain,10
2016,Bladder,3
2014,Bladder,2
2014,Breast,99
2014,Colon,53
2014,Esophagus,1
2014,Lung,9
2014,Prostate,33
2014,Rectum,11
2014,Stomach,3
2013,Bladder,3
2013,Breast,137
2013,Colon,33
2013,Esophagus,1
2013,Lung,12
2013,Prostate,25
2013,Rectum,11
2013,Stomach,1
2019,Bladder,6
2019,Brain,10
2019,Breast,151
2019,Colon,48
2019,Liver,1
2019,Lung,15
2019,Pancreas,1
2019,Prostate,21
2019,Rectum,18
2019,Stomach,5
2018,Bladder,3
2018,Brain,12
2018,Breast,124
2018,Colon,37
2018,Liver,3
2018,Lung,7
2018,Pancreas,3
2018,Prostate,24
2018,Rectum,13
2018,Stomach,3
2021,Brain,10
2015,Bladder,4
2015,Brain,4
2015,Breast,85
2015,Colon,17
2015,Lung,5
2015,Prostate,21
2015,Rectum,9
2015,Stomach,1
2017,Stomach,8
2017,Rectum,16
2017,Prostate,23
2017,Pancreas,2
2017,Lung,3
2017,Liver,2
2017,Colon,37
2017,Breast,124
2021,Bladder,5
2021,Breast,169
2021,Colon,34
2021,Liver,2
2021,Lung,7
2021,Prostate,39
2021,Rectum,20
2021,Stomach,1
2020,Breast,32
2020,Colon,6
2020,Liver,1
2020,Prostate,1
2020,Rectum,2
2020,Stomach,1
2016,Rectum,1
2016,Liver,1
2016,Colon,16
2016,Breast,27
2014,Breast,24
2014,Colon,16
2014,Rectum,4
2013,Breast,25
2013,Colon,6
2013,Rectum,1
2013,Stomach,1
2019,Breast,33
2019,Colon,9
2019,Prostate,1
2019,Rectum,3
2018,Breast,33
2018,Colon,10
2018,Rectum,2
2015,Breast,16
2015,Colon,13
2015,Rectum,3
2017,Rectum,2
2017,Colon,10
2017,Breast,42
2021,Breast,26
2021,Colon,8
2021,Liver,1
2021,Rectum,5
2020,Breast,2
2020,Colon,2
2016,Rectum,2
2016,Liver,1
2016,Colon,5
2016,Breast,19
2014,Breast,11
2014,Colon,4
2014,Rectum,2
2013,Breast,3
2013,Colon,6
2013,Liver,1
2013,Prostate,1
2013,Rectum,2
2019,Breast,2
2015,Breast,9
2015,Colon,7
2015,Rectum,1
2021,Breast,2
2017,Colon,1
2017,Breast,2
2021,Colon,3
2021,Rectum,2
2020,Bladder,1
2020,Breast,51
2020,Colon,11
2020,Liver,1
2020,Lung,1
2020,Prostate,3
2021,Bladder,4
2016,Rectum,6
2016,Pancreas,1
2016,Liver,2
2016,Colon,12
2016,Breast,41
2014,Bladder,1
2014,Breast,36
2014,Colon,12
2014,Rectum,1
2013,Breast,48
2013,Colon,13
2013,Rectum,2
2019,Breast,63
2019,Colon,14
2019,Rectum,3
2018,Breast,78
2018,Colon,2
2018,Pancreas,1
2018,Prostate,1
2018,Rectum,2
2015,Breast,25
2015,Colon,4
2015,Rectum,1
2017,Rectum,2
2017,Colon,6
2017,Breast,69
2021,Breast,69
2021,Colon,13
2021,Lung,1
2021,Prostate,8
2021,Stomach,1
2021,Esophagus,1
2020,Brain,4
2020,Breast,151
2020,Colon,36
2020,Liver,1
2020,Lung,19
2020,Pancreas,1
2020,Prostate,11
2020,Rectum,10
2020,Stomach,3
2016,Stomach,2
2016,Rectum,18
2016,Prostate,59
2016,Lung,8
2016,Liver,2
2016,Colon,31
2016,Breast,142
2016,Brain,10
2016,Bladder,2
2014,Bladder,3
2014,Brain,7
2014,Breast,149
2014,Colon,43
2014,Liver,4
2014,Lung,8
2014,Prostate,40
2014,Rectum,8
2014,Stomach,1
2013,Brain,7
2013,Breast,179
2013,Colon,36
2013,Lung,10
2013,Prostate,52
2013,Rectum,8
2013,Stomach,3
2019,Brain,5
2019,Breast,200
2019,Colon,40
2019,Esophagus,1
2019,Lung,24
2019,Prostate,10
2019,Rectum,11
2019,Stomach,3
2018,Brain,11
2018,Breast,174
2018,Colon,35
2018,Lung,4
2018,Pancreas,1
2018,Prostate,30
2018,Rectum,5
2018,Stomach,2
2015,Brain,8
2015,Breast,100
2015,Colon,33
2015,Lung,5
2015,Pancreas,1
2015,Prostate,41
2015,Rectum,6
2015,Stomach,1
2017,Stomach,1
2017,Rectum,17
2017,Prostate,69
2017,Pancreas,2
2017,Lung,18
2017,Liver,1
2017,Colon,41
2017,Breast,160
2017,Brain,9
2017,Bladder,4
2021,Brain,4
2021,Breast,192
2021,Colon,43
2021,Liver,3
2021,Lung,32
2021,Prostate,7
2021,Rectum,14
2021,Stomach,3
2021,Bladder,2
2020,Liver,1
2020,Bladder,1
2020,Rectum,12
2020,Brain,13
2020,Breast,60
2020,Colon,26
2020,Lung,3
2020,Pancreas,3
2020,Prostate,9
2016,Stomach,7
2016,Rectum,22
2016,Prostate,8
2016,Pancreas,5
2016,Liver,3
2016,Esophagus,1
2016,Colon,19
2016,Breast,76
2016,Brain,5
2016,Bladder,1
2014,Colon,14
2014,Pancreas,1
2014,Bladder,1
2014,Brain,1
2014,Breast,77
2014,Esophagus,1
2014,Liver,2
2014,Lung,5
2014,Prostate,4
2014,Rectum,5
2014,Stomach,1
2013,Prostate,7
2013,Brain,2
2013,Breast,86
2013,Colon,12
2013,Liver,2
2013,Lung,10
2013,Pancreas,3
2013,Rectum,9
2019,Liver,10
2019,Bladder,3
2019,Rectum,14
2019,Brain,15
2019,Breast,79
2019,Colon,13
2019,Lung,1
2019,Pancreas,7
2019,Prostate,10
2019,Stomach,6
2018,Brain,6
2018,Breast,66
2018,Colon,19
2018,Liver,6
2018,Pancreas,2
2018,Prostate,11
2018,Rectum,17
2018,Stomach,3
2015,Brain,3
2015,Breast,67
2015,Pancreas,2
2015,Colon,17
2015,Liver,1
2015,Lung,3
2015,Prostate,6
2015,Rectum,9
2015,Stomach,2
2017,Stomach,3
2017,Rectum,10
2017,Prostate,14
2017,Pancreas,4
2017,Liver,8
2017,Esophagus,2
2017,Colon,12
2017,Breast,59
2017,Brain,4
2021,Brain,10
2021,Breast,64
2021,Prostate,11
2021,Colon,17
2021,Liver,2
2021,Pancreas,1
2021,Rectum,12
2021,Stomach,3
2020,Brain,16
2020,Breast,120
2020,Colon,35
2020,Esophagus,1
2020,Liver,4
2020,Lung,14
2020,Pancreas,2
2020,Prostate,54
2020,Rectum,16
2020,Stomach,1
2021,Pancreas,9
2021,Breast,122
2014,Brain,7
2014,Breast,136
2014,Colon,33
2014,Liver,1
2014,Lung,11
2014,Pancreas,6
2014,Prostate,42
2014,Rectum,9
2016,Stomach,4
2016,Rectum,7
2014,Stomach,1
2016,Prostate,41
2016,Pancreas,3
2016,Lung,19
2016,Liver,4
2016,Esophagus,2
2016,Colon,43
2016,Breast,96
2016,Brain,19
